id_cliente,nombre,email,edad,ciudad,salario,fecha_registro,categoria,telefono,activo,puntos_fidelidad,ultima_compra
344,Cliente_344,cliente344@email.com,30.0,Sevilla,33075.40030592818,2024-05-31 22:25:26.827944,D,+34 600287635,Sí,N/A,2024-06-18 22:25:26.834944
345,Cliente_345,cliente345@email.com,65.0,Desconocido,12102.680308518997,2023-03-02 22:25:26.827944,INVALID,+34 600583510,1,200,2025-05-13 22:25:26.834944
346,Cliente_346,cliente346@email.com,71.0,Bilbao,26506.59880144352,2016-02-12 22:25:26.827944,F,+34 682467453,False,N/A,2025-10-05 22:25:26.834944
347,Cliente_347,cliente347@email.com,veinticinco,Sevilla,49902.14130062987,2025-10-24 22:25:26.827944,D,+34 616760394,False,NULL,2024-06-25 22:25:26.834944
348,Cliente_348,correo_no_valido,61.0,Bilbao,33705.3996540767,2018-03-31 22:25:26.827944,F,+34 671831204,True,NULL,2024-01-18 22:25:26.834944
349,Cliente_349,cliente349@email.com,76.0,Bilbao,38086.98154774208,2018-11-07 22:25:26.827944,F,+34 683853589,Sí,-1,2024-11-17 22:25:26.834944
350,Cliente_350,cliente350@email.com,30.0,Madrid,35124.43829053672,2018-01-31 22:25:26.827944,C,+34 664513977,True,300,2024-04-28 22:25:26.834944
351,Cliente_351,cliente351@email.com,62.0,Barcelona,17167.329630326203,2021-07-03 22:25:26.827944,D,+34 615845187,False,N/A,2025-01-08 22:25:26.834944
352,,cliente352@email.com,,Desconocido,20687.321710760356,2019-01-15 22:25:26.827944,INVALID,+34 688665052,False,N/A,2023-11-14 22:25:26.834944
353,Cliente_353,cliente353@email.com,47.0,Bilbao,35082.97735577614,2022-09-25 22:25:26.827944,B,+34 690221867,No,100,2025-04-25 22:25:26.834944
354,Cliente_354,cliente354@email.com,37.0,Desconocido,42253.07670030612,2025-06-03 22:25:26.827944,F,+34 680443169,1,NULL,2024-01-01 22:25:26.834944
355,Cliente_355,cliente355@email.com,24.0,Málaga,46498.57426376824,2021-04-19 22:25:26.827944,E,+34 630186120,False,100,2025-08-31 22:25:26.834944
356,Cliente_356,cliente356@email.com,48.0,Bilbao,17128.4168284771,2017-09-21 22:25:26.827944,E,+34 619838558,0,100,2024-01-09 22:25:26.834944
357,Cliente_357,cliente357@email.com,66.0,Valencia,36496.80802015791,2017-11-08 22:25:26.827944,B,+34 684486278,0,N/A,2025-04-02 22:25:26.834944
358,,cliente358@email.com,24.0,Barcelona,47805.66167578465,2017-02-24 22:25:26.827944,E,+34 636635794,True,200,2025-05-21 22:25:26.834944
359,Cliente_359,cliente359@email.com,33.0,Valencia,15193.773445679662,2018-03-04 22:25:26.827944,A,+34 655026153,True,300,2024-05-09 22:25:26.834944
360,Cliente_360,correo_no_valido,72.0,Desconocido,52301.20703699661,2020-10-03 22:25:26.827944,F,+34 653979613,1,300,2025-03-16 22:25:26.834944
361,Cliente_361,correo_no_valido,15.0,Desconocido,54584.11241016285,2022-07-07 22:25:26.827944,B,+34 634595998,1,NULL,2024-05-11 22:25:26.834944
362,Cliente_362,correo_no_valido,18.0,Barcelona,69376.29509432492,2021-01-15 22:25:26.827944,D,+34 613627775,No,-1,2025-04-22 22:25:26.834944
363,Cliente_363,cliente363@email.com,30.0,Desconocido,33464.00161244992,2018-09-10 22:25:26.827944,F,+34 650147490,Sí,NULL,2024-06-15 22:25:26.834944
364,Cliente_364,cliente364@email.com,38.0,Valencia,33546.37014393673,2022-10-25 22:25:26.827944,B,+34 665743288,True,200,2024-12-04 22:25:26.834944
365,Cliente_365,cliente365@email.com,16.0,Bilbao,42404.91583675976,2018-11-23 22:25:26.827944,C,+34 630418772,1,200,2025-01-03 22:25:26.834944
366,Cliente_366,cliente366@email.com,46.0,Bilbao,41967.04009574125,2023-05-23 22:25:26.827944,INVALID,+34 695999164,True,300,2024-08-23 22:25:26.834944
367,Cliente_367,cliente367@email.com,veinticinco,Madrid,46895.502914934084,2022-10-18 22:25:26.827944,D,+34 655413150,1,500,2024-12-15 22:25:26.834944
368,Cliente_368,cliente368@email.com,26.0,Málaga,41760.49770697656,2016-11-24 22:25:26.827944,INVALID,+34 635173714,False,100,2024-06-19 22:25:26.834944
369,Cliente_369,cliente369@email.com,64.0,Desconocido,28409.07136442942,2025-07-22 22:25:26.827944,C,+34 670542942,True,100,2024-10-06 22:25:26.834944
370,,cliente370@email.com,49.0,Valencia,48329.95681460253,2017-03-02 22:25:26.827944,F,+34 677332767,False,300,2024-03-14 22:25:26.834944
371,Cliente_371,correo_no_valido,47.0,Desconocido,13931.187754609115,2016-04-09 22:25:26.827944,D,+34 621219187,True,NULL,2025-06-07 22:25:26.834944
372,Cliente_372,correo_no_valido,47.0,Desconocido,30087.785050880648,2020-08-06 22:25:26.827944,INVALID,+34 638405257,Sí,200,2024-09-24 22:25:26.834944
373,Cliente_373,cliente373@email.com,75.0,Sevilla,53456.03424074699,2016-11-20 22:25:26.827944,E,+34 691209857,No,NULL,2025-01-24 22:25:26.834944
374,Cliente_374,cliente374@email.com,65.0,Madrid,11246.30252819521,2017-06-05 22:25:26.827944,INVALID,+34 676384571,0,-1,2024-11-06 22:25:26.834944
375,,cliente375@email.com,veinticinco,Valencia,19837.865145042553,2023-01-31 22:25:26.827944,B,+34 639149527,0,500,2024-10-20 22:25:26.834944
376,Cliente_376,cliente376@email.com,26.0,Valencia,40076.20936615937,2024-09-22 22:25:26.827944,F,+34 607438096,0,300,2025-04-19 22:25:26.834944
377,Cliente_377,correo_no_valido,79.0,Desconocido,35908.67959854229,2022-01-01 22:25:26.827944,A,+34 603053407,False,100,2024-04-26 22:25:26.834944
378,Cliente_378,cliente378@email.com,47.0,Madrid,16874.618885156327,2025-05-20 22:25:26.827944,INVALID,+34 629311119,1,N/A,2024-11-12 22:25:26.834944
379,Cliente_379,cliente379@email.com,54.0,Bilbao,23757.08995904789,2024-06-12 22:25:26.827944,D,+34 685303311,0,NULL,2024-05-12 22:25:26.834944
380,Cliente_380,cliente380@email.com,57.0,Valencia,12288.269060244915,2021-04-16 22:25:26.827944,D,+34 660251437,Sí,200,2024-08-31 22:25:26.834944
381,Cliente_381,cliente381@email.com,58.0,Bilbao,44707.27499280858,2019-05-18 22:25:26.827944,G,+34 606818922,0,N/A,2025-10-17 22:25:26.834944
382,Cliente_382,cliente382@email.com,43.0,Madrid,26161.779634942024,2016-04-14 22:25:26.827944,INVALID,+34 646270592,True,-1,2024-02-03 22:25:26.834944
383,Cliente_383,cliente383@email.com,27.0,Bilbao,56882.338661409485,2023-10-02 22:25:26.827944,F,+34 617929098,False,300,2024-10-20 22:25:26.834944
384,Cliente_384,cliente384@email.com,veinticinco,Barcelona,31216.503660600323,2023-12-23 22:25:26.827944,F,+34 624895828,True,NULL,2023-12-24 22:25:26.834944
385,Cliente_385,cliente385@email.com,veinticinco,Sevilla,26703.89544895685,2018-12-05 22:25:26.827944,C,+34 640553798,True,100,2024-06-15 22:25:26.834944
386,Cliente_386,cliente386@email.com,16.0,NULL,25247.673580623035,2020-01-13 22:25:26.827944,G,+34 669580185,True,NULL,2025-08-19 22:25:26.834944
387,Cliente_387,cliente387@email.com,49.0,Valencia,822468.615362943,2022-08-26 22:25:26.827944,INVALID,+34 625256241,No,500,2025-03-17 22:25:26.834944
388,Cliente_388,cliente388@email.com,22.0,Málaga,31662.316427007045,2024-03-31 22:25:26.827944,E,+34 615393675,No,N/A,2023-11-18 22:25:26.834944
389,Cliente_389,cliente389@email.com,40.0,Sevilla,67686.11364867479,2025-02-14 22:25:26.827944,C,+34 638177374,1,500,2025-02-28 22:25:26.834944
390,Cliente_390,cliente390@email.com,48.0,NULL,24917.10494850961,2022-02-08 22:25:26.827944,G,+34 609449168,False,-1,No registrada
391,Cliente_391,cliente391@email.com,21.0,Bilbao,25404.698088430356,2022-03-12 22:25:26.827944,INVALID,+34 664052448,Sí,100,2023-11-08 22:25:26.834944
392,Cliente_392,cliente392@email.com,veinticinco,Valencia,30983.90768524768,2023-13-45,INVALID,+34 699698011,Sí,N/A,No registrada
393,Cliente_393,cliente393@email.com,43.0,Bilbao,46354.1175951639,2021-08-17 22:25:26.827944,C,+34 632250847,Sí,-1,2025-05-29 22:25:26.834944
394,Cliente_394,correo_no_valido,50.0,Barcelona,8685.231583908313,2016-07-04 22:25:26.827944,E,+34 655050560,True,500,2025-08-26 22:25:26.834944
395,Cliente_395,cliente395@email.com,35.0,Madrid,36826.39105364468,2015-11-09 22:25:26.827944,G,+34 698004955,No,500,2024-10-06 22:25:26.834944
396,Cliente_396,cliente396@email.com,50.0,Valencia,17738.62235968257,2024-04-21 22:25:26.827944,INVALID,+34 665985129,False,N/A,2025-08-10 22:25:26.834944
397,Cliente_397,cliente397@email.com,24.0,NULL,38299.090334264234,2022-10-30 22:25:26.827944,INVALID,+34 643866822,True,100,2025-02-09 22:25:26.834944
398,Cliente_398,correo_no_valido,38.0,NULL,22593.600864593158,2020-08-17 22:25:26.827944,G,+34 612998017,No,500,2025-08-26 22:25:26.834944
399,Cliente_399,correo_no_valido,78.0,Barcelona,-4561.535096359301,2023-13-45,A,+34 637451369,No,300,2024-03-02 22:25:26.834944
400,Cliente_400,cliente400@email.com,63.0,Barcelona,35543.66404031228,2023-13-45,C,+34 693683479,0,-1,2024-11-21 22:25:26.834944
401,Cliente_401,cliente401@email.com,50.0,Desconocido,35417.17155520303,2019-09-25 22:25:26.827944,C,+34 649987331,0,N/A,2023-11-06 22:25:26.834944
402,Cliente_402,cliente402@email.com,38.0,Valencia,21313.795372808552,2025-04-25 22:25:26.827944,D,+34 639052395,False,200,2023-12-31 22:25:26.834944
403,Cliente_403,cliente403@email.com,veinticinco,Bilbao,20424.842097854962,2025-08-30 22:25:26.827944,E,+34 604102553,False,200,2024-09-06 22:25:26.834944
404,Cliente_404,cliente404@email.com,76.0,Málaga,10329.409123685211,2017-08-06 22:25:26.827944,B,+34 628266442,False,100,2024-03-07 22:25:26.834944
405,Cliente_405,cliente405@email.com,veinticinco,NULL,41596.49912308307,2021-09-27 22:25:26.827944,A,+34 644674343,True,300,2025-05-13 22:25:26.834944
406,Cliente_406,cliente406@email.com,26.0,NULL,43233.236737002124,2017-02-26 22:25:26.827944,G,+34 675543722,1,500,2023-12-27 22:25:26.834944
407,Cliente_407,cliente407@email.com,69.0,Barcelona,16814.236722361653,2021-07-19 22:25:26.827944,G,+34 613474284,False,200,2025-07-11 22:25:26.834944
408,Cliente_408,cliente408@email.com,27.0,Sevilla,21900.98310691724,2017-11-13 22:25:26.827944,G,+34 643293890,0,100,2025-03-28 22:25:26.834944
409,Cliente_409,cliente409@email.com,37.0,Barcelona,29050.66318291555,2022-09-08 22:25:26.827944,A,+34 650806795,1,-1,2025-10-03 22:25:26.834944
410,Cliente_410,cliente410@email.com,44.0,Málaga,64062.979215533196,2016-03-11 22:25:26.827944,INVALID,+34 686903273,True,300,2024-05-29 22:25:26.834944
411,Cliente_411,cliente411@email.com,31.0,Bilbao,38176.826213833985,2023-13-45,G,+34 662606106,1,300,No registrada
412,Cliente_412,cliente412@email.com,76.0,Bilbao,15848.767274874312,2024-10-30 22:25:26.827944,G,+34 602112368,Sí,NULL,2024-10-22 22:25:26.834944
413,Cliente_413,cliente413@email.com,27.0,Sevilla,34556.70464235758,2023-07-06 22:25:26.827944,E,+34 627609269,1,100,2025-06-26 22:25:26.834944
414,Cliente_414,correo_no_valido,73.0,NULL,9349.626890428775,2025-09-21 22:25:26.827944,F,+34 640373185,False,100,2024-02-25 22:25:26.834944
415,Cliente_415,cliente415@email.com,33.0,Barcelona,40769.85464874256,2020-08-13 22:25:26.827944,F,+34 667985200,True,NULL,2024-05-13 22:25:26.834944
416,Cliente_416,correo_no_valido,63.0,Desconocido,55133.21090316728,2016-04-13 22:25:26.827944,D,+34 623213953,False,500,2025-11-01 22:25:26.834944
417,Cliente_417,cliente417@email.com,26.0,Bilbao,55196.87527625937,2018-11-24 22:25:26.827944,D,+34 655229755,0,100,2025-07-25 22:25:26.834944
418,Cliente_418,cliente418@email.com,,Málaga,41023.402552115076,2025-08-17 22:25:26.827944,G,+34 605782197,Sí,NULL,No registrada
419,Cliente_419,cliente419@email.com,veinticinco,Valencia,21248.814661978056,2017-12-21 22:25:26.827944,E,+34 697978397,0,500,2025-09-06 22:25:26.834944
420,Cliente_420,cliente420@email.com,23.0,Madrid,10486.47365228811,2020-11-04 22:25:26.827944,G,+34 613317715,False,500,2024-10-10 22:25:26.834944
421,Cliente_421,cliente421@email.com,42.0,Madrid,8996.924349463363,2023-13-45,D,+34 679007515,False,N/A,2023-12-12 22:25:26.834944
422,Cliente_422,cliente422@email.com,66.0,Madrid,-12093.256642478147,2023-12-30 22:25:26.827944,A,+34 679806232,False,300,2024-11-27 22:25:26.834944
423,Cliente_423,cliente423@email.com,30.0,Desconocido,40407.836445118824,2023-12-03 22:25:26.827944,A,+34 678967903,No,-1,2025-10-14 22:25:26.834944
424,,cliente424@email.com,,NULL,28457.467196634007,2023-10-06 22:25:26.827944,INVALID,+34 632308604,Sí,300,2025-02-21 22:25:26.834944
425,Cliente_425,correo_no_valido,39.0,Barcelona,43638.24249679691,2020-07-28 22:25:26.827944,B,+34 620849083,False,300,2024-12-21 22:25:26.834944
426,Cliente_426,cliente426@email.com,66.0,Sevilla,51420.47227852182,2018-03-29 22:25:26.827944,F,+34 623888169,False,N/A,2025-09-26 22:25:26.834944
427,Cliente_427,cliente427@email.com,67.0,Desconocido,31498.583158536145,2016-07-26 22:25:26.827944,E,+34 662632743,0,500,2024-01-13 22:25:26.834944
428,Cliente_428,cliente428@email.com,37.0,Desconocido,32189.424145697252,2017-09-13 22:25:26.827944,C,+34 648617184,0,500,2024-05-15 22:25:26.834944
429,Cliente_429,cliente429@email.com,veinticinco,Bilbao,23035.194832538004,2023-05-16 22:25:26.827944,F,+34 601418060,False,100,2024-10-13 22:25:26.834944
430,Cliente_430,correo_no_valido,71.0,Valencia,24808.73374241388,2023-13-45,C,+34 621005303,True,N/A,2024-02-09 22:25:26.834944
431,Cliente_431,cliente431@email.com,veinticinco,Desconocido,40927.04868709401,2023-02-14 22:25:26.827944,B,+34 604639022,No,100,2025-10-08 22:25:26.834944
432,Cliente_432,correo_no_valido,67.0,Málaga,27384.374544520342,2022-07-30 22:25:26.827944,B,+34 625657039,0,N/A,2024-08-06 22:25:26.834944
433,Cliente_433,cliente433@email.com,veinticinco,Valencia,25214.884998707643,2019-04-22 22:25:26.827944,G,+34 652600341,True,100,2023-12-23 22:25:26.834944
434,Cliente_434,cliente434@email.com,72.0,Málaga,29725.24710835723,2019-09-15 22:25:26.827944,D,+34 624465875,No,200,No registrada
435,,cliente435@email.com,53.0,NULL,43294.952940923846,2021-10-18 22:25:26.827944,B,+34 659628273,False,NULL,No registrada
436,,cliente436@email.com,28.0,Barcelona,19610.07663254846,2019-06-17 22:25:26.827944,B,+34 659042154,Sí,300,2025-10-21 22:25:26.834944
437,Cliente_437,cliente437@email.com,,Madrid,29002.07223671951,2016-07-05 22:25:26.827944,C,+34 684571418,1,300,2024-04-22 22:25:26.834944
438,Cliente_438,cliente438@email.com,49.0,Desconocido,33679.16756667645,2024-10-09 22:25:26.827944,D,+34 666147880,1,-1,2024-10-28 22:25:26.834944
439,Cliente_439,cliente439@email.com,32.0,Barcelona,47403.328553778585,2023-02-07 22:25:26.827944,B,+34 641997785,False,NULL,2025-01-16 22:25:26.834944
440,Cliente_440,cliente440@email.com,23.0,NULL,26410.548348008717,2024-05-27 22:25:26.827944,F,+34 601683032,0,500,2024-12-06 22:25:26.834944
441,Cliente_441,cliente441@email.com,veinticinco,Sevilla,19232.649209224168,2016-10-09 22:25:26.827944,INVALID,+34 697107265,True,-1,2024-03-07 22:25:26.834944
442,Cliente_442,cliente442@email.com,31.0,Sevilla,22734.585835914666,2020-10-04 22:25:26.827944,B,+34 622009867,Sí,200,No registrada
443,Cliente_443,correo_no_valido,21.0,NULL,45795.86149523069,2021-09-18 22:25:26.828945,INVALID,+34 683629479,No,-1,2025-04-12 22:25:26.834944
444,Cliente_444,cliente444@email.com,60.0,Málaga,60499.57947905197,2024-01-14 22:25:26.828945,D,+34 605954632,False,300,2023-12-07 22:25:26.834944
445,Cliente_445,cliente445@email.com,27.0,Bilbao,10293.632794709509,2018-04-10 22:25:26.828945,G,+34 658765512,Sí,500,2023-12-17 22:25:26.834944
446,Cliente_446,cliente446@email.com,54.0,Bilbao,13570.475773952145,2023-05-27 22:25:26.828945,E,+34 682028383,Sí,200,2024-10-12 22:25:26.834944
447,Cliente_447,cliente447@email.com,56.0,Málaga,27468.04819946782,2015-11-29 22:25:26.828945,D,+34 636900577,0,300,2024-07-23 22:25:26.834944
448,Cliente_448,cliente448@email.com,23.0,Sevilla,31664.34144102065,2021-10-13 22:25:26.828945,C,+34 659972646,No,NULL,2024-09-14 22:25:26.834944
449,Cliente_449,cliente449@email.com,64.0,Sevilla,41804.54348332493,2023-13-45,E,+34 627381819,Sí,100,2025-08-26 22:25:26.834944
450,Cliente_450,correo_no_valido,41.0,Desconocido,16633.004870977704,2017-03-03 22:25:26.828945,F,+34 686536512,0,N/A,2024-07-19 22:25:26.834944
451,,cliente451@email.com,veinticinco,Sevilla,14053.364450258037,2024-08-08 22:25:26.828945,A,+34 671284146,True,200,2025-07-22 22:25:26.834944
452,Cliente_452,cliente452@email.com,43.0,Barcelona,341657.45487248874,2019-01-23 22:25:26.828945,INVALID,+34 672564347,0,500,2025-05-26 22:25:26.834944
453,Cliente_453,correo_no_valido,51.0,Sevilla,26123.989196892475,2017-01-06 22:25:26.828945,INVALID,+34 623641763,True,-1,2025-04-17 22:25:26.834944
454,Cliente_454,cliente454@email.com,52.0,Valencia,43900.81496657287,2021-08-18 22:25:26.828945,INVALID,+34 679015319,True,NULL,2025-04-01 22:25:26.834944
455,Cliente_455,cliente455@email.com,22.0,Desconocido,37310.39704785575,2016-05-26 22:25:26.828945,D,+34 663058842,Sí,-1,2025-04-05 22:25:26.834944
456,Cliente_456,cliente456@email.com,79.0,Madrid,38330.69021449828,2017-05-15 22:25:26.828945,INVALID,+34 636128129,0,200,2024-06-13 22:25:26.835945
457,,cliente457@email.com,31.0,Sevilla,28432.779804347003,2023-06-04 22:25:26.828945,G,+34 632532126,True,NULL,2025-10-18 22:25:26.835945
458,Cliente_458,cliente458@email.com,59.0,Málaga,65333.70387852308,2024-12-25 22:25:26.828945,INVALID,+34 698286785,No,500,2024-06-23 22:25:26.835945
459,Cliente_459,cliente459@email.com,18.0,Madrid,17433.780276093603,2023-13-45,C,+34 682320668,Sí,200,2024-12-06 22:25:26.835945
460,Cliente_460,cliente460@email.com,50.0,Barcelona,39162.14750632163,2018-10-24 22:25:26.828945,F,+34 666075147,0,500,2023-11-17 22:25:26.835945
461,Cliente_461,cliente461@email.com,45.0,Málaga,10954.650193903391,2016-11-12 22:25:26.828945,INVALID,+34 661766811,0,-1,2024-05-01 22:25:26.835945
462,Cliente_462,cliente462@email.com,33.0,Madrid,13897.984833908216,2024-10-24 22:25:26.828945,INVALID,+34 641450835,1,300,2024-03-12 22:25:26.835945
463,Cliente_463,cliente463@email.com,veinticinco,Málaga,20889.816018518177,2024-08-09 22:25:26.828945,E,+34 606097020,0,NULL,2025-02-20 22:25:26.835945
464,Cliente_464,cliente464@email.com,68.0,Barcelona,54439.85004927039,2017-06-15 22:25:26.828945,F,+34 601196311,Sí,100,2023-11-06 22:25:26.835945
465,Cliente_465,cliente465@email.com,53.0,Desconocido,33958.416456810286,2024-03-18 22:25:26.828945,INVALID,+34 681619860,No,300,2025-05-15 22:25:26.835945
466,Cliente_466,cliente466@email.com,33.0,Valencia,21142.828971834373,2016-12-09 22:25:26.828945,D,+34 629609865,0,100,2024-01-24 22:25:26.835945
467,Cliente_467,cliente467@email.com,53.0,Barcelona,35616.5448893186,2022-06-18 22:25:26.828945,B,+34 666341485,1,-1,2024-06-23 22:25:26.835945
468,Cliente_468,cliente468@email.com,59.0,Barcelona,30527.218221367628,2024-06-21 22:25:26.828945,G,+34 630760593,Sí,NULL,2024-07-20 22:25:26.835945
469,Cliente_469,cliente469@email.com,27.0,Málaga,22620.399462913203,2024-07-27 22:25:26.828945,D,+34 610675927,True,300,2024-10-15 22:25:26.835945
470,Cliente_470,cliente470@email.com,72.0,Desconocido,9050.567163176587,2017-02-02 22:25:26.828945,A,+34 681416865,False,300,2023-12-14 22:25:26.835945
471,Cliente_471,cliente471@email.com,34.0,NULL,51578.137267684346,2025-07-13 22:25:26.828945,D,+34 647322239,False,200,2024-03-24 22:25:26.835945
472,Cliente_472,cliente472@email.com,75.0,Bilbao,33147.27193065063,2023-01-02 22:25:26.828945,E,+34 682716985,True,N/A,2023-12-04 22:25:26.835945
473,Cliente_473,cliente473@email.com,53.0,Sevilla,-18980.932957932062,2017-01-31 22:25:26.828945,E,+34 601462603,0,-1,2024-06-14 22:25:26.835945
474,Cliente_474,cliente474@email.com,15.0,Sevilla,44104.824308113195,2015-11-19 22:25:26.828945,INVALID,+34 678518263,False,500,2024-05-25 22:25:26.835945
475,Cliente_475,cliente475@email.com,17.0,Valencia,38269.795871415634,2019-04-30 22:25:26.828945,D,+34 633691077,False,-1,2024-12-13 22:25:26.835945
476,,cliente476@email.com,76.0,Valencia,23471.935070745494,2020-07-27 22:25:26.828945,E,+34 697511084,True,500,2025-04-03 22:25:26.835945
477,Cliente_477,cliente477@email.com,77.0,Sevilla,13569.81654214625,2016-08-27 22:25:26.828945,B,+34 651983779,0,NULL,2025-04-09 22:25:26.835945
478,Cliente_478,cliente478@email.com,39.0,Bilbao,26734.03523267329,2025-06-16 22:25:26.828945,F,+34 634741269,0,500,2025-05-18 22:25:26.835945
479,Cliente_479,cliente479@email.com,,Sevilla,13135.611086912537,2021-12-09 22:25:26.828945,D,+34 615116926,True,100,2024-12-08 22:25:26.835945
480,Cliente_480,cliente480@email.com,47.0,NULL,39752.85571096132,2017-10-06 22:25:26.828945,G,+34 644378959,0,500,2025-01-27 22:25:26.835945
481,Cliente_481,cliente481@email.com,52.0,Bilbao,54489.78746545696,2017-03-01 22:25:26.828945,B,+34 650385335,0,500,2025-01-02 22:25:26.835945
482,Cliente_482,cliente482@email.com,20.0,Valencia,26086.316008243048,2024-06-04 22:25:26.828945,INVALID,+34 646992088,Sí,200,2025-06-10 22:25:26.835945
483,Cliente_483,correo_no_valido,72.0,Madrid,44167.36458586795,2018-09-04 22:25:26.828945,F,+34 686376352,Sí,300,2024-06-05 22:25:26.835945
484,Cliente_484,cliente484@email.com,58.0,Málaga,19661.56394674715,2020-07-04 22:25:26.828945,G,+34 689059475,True,-1,2025-08-05 22:25:26.835945
485,Cliente_485,cliente485@email.com,59.0,NULL,25462.997426889735,2017-12-01 22:25:26.828945,INVALID,+34 636183569,No,-1,2024-08-07 22:25:26.835945
486,Cliente_486,cliente486@email.com,veinticinco,NULL,17775.540231518356,2017-03-29 22:25:26.828945,G,+34 680296229,False,NULL,2025-09-04 22:25:26.835945
487,Cliente_487,cliente487@email.com,59.0,Desconocido,-1996.9955260576571,2019-11-29 22:25:26.828945,INVALID,+34 662595266,Sí,NULL,2024-12-27 22:25:26.835945
488,Cliente_488,cliente488@email.com,veinticinco,Valencia,29451.999751220843,2023-05-30 22:25:26.828945,G,+34 615614614,False,500,2024-05-24 22:25:26.835945
489,Cliente_489,cliente489@email.com,61.0,Valencia,31926.77606396629,2017-04-08 22:25:26.828945,F,+34 604776415,1,N/A,2025-03-21 22:25:26.835945
490,Cliente_490,cliente490@email.com,35.0,Barcelona,45987.91498142456,2017-05-04 22:25:26.828945,B,+34 627205484,True,-1,2024-07-17 22:25:26.835945
491,Cliente_491,cliente491@email.com,50.0,NULL,41931.573790039314,2022-03-02 22:25:26.828945,G,+34 694294138,No,NULL,No registrada
492,Cliente_492,cliente492@email.com,33.0,Barcelona,42134.29348558493,2025-09-14 22:25:26.828945,G,+34 682322831,1,500,2024-01-10 22:25:26.835945
493,Cliente_493,cliente493@email.com,34.0,Barcelona,15389.456653231846,2016-02-03 22:25:26.828945,C,+34 677468612,1,NULL,2025-08-16 22:25:26.835945
494,Cliente_494,cliente494@email.com,71.0,Málaga,36892.45959106038,2025-10-15 22:25:26.828945,D,+34 623985603,0,100,No registrada
495,Cliente_495,cliente495@email.com,32.0,Barcelona,53738.909482223884,2023-11-08 22:25:26.828945,F,+34 657223828,1,100,2025-06-03 22:25:26.835945
496,Cliente_496,cliente496@email.com,61.0,Bilbao,35698.01776063622,2019-09-11 22:25:26.828945,INVALID,+34 637416039,True,NULL,2024-09-28 22:25:26.835945
497,Cliente_497,cliente497@email.com,63.0,Sevilla,57428.90419597496,2021-10-21 22:25:26.828945,F,+34 611917042,Sí,100,2025-01-28 22:25:26.835945
498,Cliente_498,cliente498@email.com,28.0,Madrid,60284.49166679795,2018-09-14 22:25:26.828945,E,+34 620901606,True,NULL,2025-09-07 22:25:26.835945
499,Cliente_499,cliente499@email.com,29.0,Valencia,25972.97594562532,2024-08-08 22:25:26.828945,INVALID,+34 669765086,Sí,500,2025-05-01 22:25:26.835945
500,Cliente_500,cliente500@email.com,45.0,Bilbao,19545.903823791425,2019-06-11 22:25:26.828945,F,+34 648189133,1,200,2024-10-01 22:25:26.835945
501,Cliente_501,cliente501@email.com,15.0,Madrid,18578.067518715747,2022-08-26 22:25:26.828945,B,+34 643070149,1,N/A,2024-03-08 22:25:26.835945
502,Cliente_502,cliente502@email.com,68.0,NULL,7257.962698451698,2022-10-22 22:25:26.828945,INVALID,+34 647375247,No,500,No registrada
503,Cliente_503,cliente503@email.com,17.0,NULL,22223.956508767173,2019-03-01 22:25:26.828945,INVALID,+34 637821420,Sí,200,2023-12-11 22:25:26.835945
504,Cliente_504,cliente504@email.com,30.0,NULL,48114.98174634369,2025-04-02 22:25:26.828945,F,+34 610176828,1,200,2024-11-09 22:25:26.835945
505,Cliente_505,cliente505@email.com,71.0,Bilbao,-3060.5636287685993,2021-08-06 22:25:26.828945,INVALID,+34 605459501,0,-1,2024-08-20 22:25:26.835945
506,Cliente_506,cliente506@email.com,26.0,Bilbao,14438.198989293805,2019-08-24 22:25:26.828945,C,+34 641129759,False,500,2024-03-24 22:25:26.835945
507,Cliente_507,cliente507@email.com,30.0,Valencia,28093.028375220038,2016-04-29 22:25:26.828945,D,+34 604013582,No,500,2024-07-25 22:25:26.835945
508,Cliente_508,cliente508@email.com,38.0,Sevilla,16842.221990674494,2023-13-45,INVALID,+34 602872875,True,NULL,2024-01-10 22:25:26.835945
509,Cliente_509,cliente509@email.com,42.0,Desconocido,22090.710836396695,2020-10-14 22:25:26.828945,D,+34 677327760,No,200,2024-08-14 22:25:26.835945
510,Cliente_510,cliente510@email.com,22.0,Barcelona,22315.054883665445,2016-02-15 22:25:26.828945,F,+34 681683112,False,200,2024-07-03 22:25:26.835945
511,Cliente_511,cliente511@email.com,50.0,NULL,26136.896699073768,2023-10-05 22:25:26.828945,G,+34 699513653,Sí,200,2024-05-22 22:25:26.835945
512,Cliente_512,cliente512@email.com,,Málaga,19058.17955835392,2019-02-16 22:25:26.828945,A,+34 652173294,True,NULL,2025-08-22 22:25:26.835945
513,Cliente_513,cliente513@email.com,72.0,Sevilla,17831.801792166778,2017-05-08 22:25:26.828945,A,+34 624747780,True,-1,2023-12-03 22:25:26.835945
514,Cliente_514,cliente514@email.com,74.0,Málaga,44014.64618881847,2020-11-13 22:25:26.828945,G,+34 641592940,Sí,500,2025-10-17 22:25:26.835945
515,,cliente515@email.com,64.0,Valencia,45744.81266790518,2019-04-23 22:25:26.828945,G,+34 682743066,No,200,2024-05-21 22:25:26.835945
516,Cliente_516,cliente516@email.com,42.0,Valencia,9291.849821288859,2017-12-16 22:25:26.828945,G,+34 685482326,1,100,2024-12-12 22:25:26.835945
